reporting_organisation,donor,project_status,governorate,district,sub_district,community,neighbourhood,camp_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,neighbourhood_pcode,admin5pcode,location_other,village_camps,latitude_y,longitude_x,cluster,response_type,families,female_headed_hh,beneficiaries,men_18_60,women_18_60,boys_18,girls_18,elderly_males_60,elderly_females_60,idps,host_communities,returnees,pwds,previously_assisted,newly_assisted,conditionality,restrictions,cash_delivery_mechanism,voucher_delivery_mechanism,currency,transfer_value,transfer_frequency,num_payments,fx_rate,total_value_per_hh,total_usd,targeting_criteria,start_date,end_date,comments,contact_person,position,email,phone,month_of_activity,abbreviation,implementing_partner,activity,transfer_value_usd
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,6,1,1,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3940,One-off,1,18.9,208.46560846560848,208.46560846560848,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,208.46560846560848
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,3,1,1,0,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3940,One-off,1,18.9,208.46560846560848,208.46560846560848,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,208.46560846560848
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,7,1,1,2,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2690,One-off,1,18.9,142.32804232804233,142.32804232804233,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,142.32804232804233
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,4,1,1,0,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2690,One-off,1,18.9,142.32804232804233,142.32804232804233,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,142.32804232804233
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,3,1,1,0,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2710,One-off,1,18.9,143.3862433862434,143.3862433862434,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,143.3862433862434
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,6,1,1,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,5775,One-off,1,18.9,305.5555555555556,305.5555555555556,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,305.5555555555556
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,6,1,1,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3260,One-off,1,18.9,172.4867724867725,172.4867724867725,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,172.4867724867725
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,7,1,1,2,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3260,One-off,1,18.9,172.4867724867725,172.4867724867725,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,172.4867724867725
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,7,1,1,2,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3260,One-off,1,18.9,172.4867724867725,172.4867724867725,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,172.4867724867725
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2690,One-off,1,18.9,142.32804232804233,142.32804232804233,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,142.32804232804233
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,2,1,1,0,0,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,5775,One-off,1,18.9,305.5555555555556,305.5555555555556,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,305.5555555555556
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,5,1,1,2,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2070,One-off,1,18.9,109.52380952380953,109.52380952380953,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,109.52380952380953
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2710,One-off,1,18.9,143.3862433862434,143.3862433862434,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,143.3862433862434
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,5,1,1,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2070,One-off,1,18.9,109.52380952380953,109.52380952380953,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,109.52380952380953
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,5,1,1,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2070,One-off,1,18.9,109.52380952380953,109.52380952380953,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,109.52380952380953
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,2,1,1,0,0,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3260,One-off,1,18.9,172.4867724867725,172.4867724867725,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,172.4867724867725
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,3,1,1,1,0,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2690,One-off,1,18.9,142.32804232804233,142.32804232804233,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,142.32804232804233
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,3,1,1,0,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3260,One-off,1,18.9,172.4867724867725,172.4867724867725,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,172.4867724867725
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,3,1,1,0,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3260,One-off,1,18.9,172.4867724867725,172.4867724867725,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,172.4867724867725
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2690,One-off,1,18.9,142.32804232804233,142.32804232804233,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,142.32804232804233
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,5,1,1,2,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,5310,One-off,1,18.9,280.95238095238096,280.95238095238096,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,280.95238095238096
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,5,1,1,3,0,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619048,140.47619047619048,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,140.47619047619048
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,6,1,1,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2690,One-off,1,18.9,142.32804232804233,142.32804232804233,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,142.32804232804233
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,5,1,1,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3260,One-off,1,18.9,172.4867724867725,172.4867724867725,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,172.4867724867725
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,6,1,1,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2070,One-off,1,18.9,109.52380952380953,109.52380952380953,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,109.52380952380953
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,5775,One-off,1,18.9,305.5555555555556,305.5555555555556,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,305.5555555555556
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,5,1,1,3,0,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3260,One-off,1,18.9,172.4867724867725,172.4867724867725,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,172.4867724867725
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,5,1,1,3,0,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3260,One-off,1,18.9,172.4867724867725,172.4867724867725,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,172.4867724867725
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,3,1,1,0,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,5775,One-off,1,18.9,305.5555555555556,305.5555555555556,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,305.5555555555556
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,5,1,1,3,0,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3260,One-off,1,18.9,172.4867724867725,172.4867724867725,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,172.4867724867725
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,5310,One-off,1,18.9,280.95238095238096,280.95238095238096,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,280.95238095238096
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,5,1,1,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3260,One-off,1,18.9,172.4867724867725,172.4867724867725,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,172.4867724867725
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,7,1,1,2,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,5775,One-off,1,18.9,305.5555555555556,305.5555555555556,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,305.5555555555556
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2690,One-off,1,18.9,142.32804232804233,142.32804232804233,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,142.32804232804233
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,5775,One-off,1,18.9,305.5555555555556,305.5555555555556,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,305.5555555555556
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,NA,SY07,SY0703,SY070301,C6692,NA,NA,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,3,1,1,0,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3260,One-off,1,18.9,172.4867724867725,172.4867724867725,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,31-03-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,172.4867724867725
